reddID,stream,year,date,prs,size,clusterID,clust,doy,supbin,meddate,reldoy,dum,yearid,streamid
LR067,lower,2021,2021-06-22,0.2,1.1547935037832278,LCL007,1,173,1,176,-3,2,2,1
LR068,lower,2021,2021-06-22,0,0.8157251306484814,NA,0,173,0,176,-3,2,2,1
LR069,lower,2021,2021-06-22,1,-Inf,LCL005B,1,173,1,176,-3,2,2,1
LR070,lower,2021,2021-06-22,1,1.054247398662795,LCL005B,1,173,1,176,-3,2,2,1
LR071,lower,2021,2021-06-22,0.9,0.6928043250787467,LCL005B,1,173,1,176,-3,2,2,1
LR072,lower,2021,2021-06-22,0,0.76013654116890494,LCL005B,1,173,0,176,-3,2,2,1
LR073,lower,2021,2021-06-22,0.1,1.7113326353646934,LCL013,1,173,1,176,-3,2,2,1
LR074,lower,2021,2021-06-22,0.3,-Inf,LCL013,1,173,1,176,-3,2,2,1
LR075,lower,2021,2021-06-22,0,1.0153895564208995,NA,0,173,0,176,-3,2,2,1
LR076,lower,2021,2021-06-22,0,0.9092660519091174,NA,0,173,0,176,-3,2,2,1
LR078,lower,2021,2021-06-22,0.8,1.7249221684539235,LCL004B,1,173,1,176,-3,2,2,1
LR079,lower,2021,2021-06-22,0,0.7872979437742125,NA,0,173,0,176,-3,2,2,1
LR080,lower,2021,2021-06-22,0,0.6706349636673453,NA,0,173,0,176,-3,2,2,1
LR081,lower,2021,2021-06-22,0,0.8157758503371056,NA,0,173,0,176,-3,2,2,1
LR082,lower,2021,2021-06-22,0.3,0.803224619928306,LCL023,1,173,1,176,-3,2,2,1
LR083,lower,2021,2021-06-22,0,1.1418724738536379,NA,0,173,0,176,-3,2,2,1
LR084,lower,2021,2021-06-22,0,0.8911994338675728,NA,0,173,0,176,-3,2,2,1
LR085,lower,2021,2021-06-22,0,0.8019045832560897,NA,0,173,0,176,-3,2,2,1
LR086,lower,2021,2021-06-22,0.4,1.0387412417181157,LCL024,1,173,1,176,-3,2,2,1
LR087,lower,2021,2021-06-22,0.5,1.3825346837554027,LCL006,1,173,1,176,-3,2,2,1
LR088,lower,2021,2021-06-22,0,1.211072045046987,LCL006,1,173,0,176,-3,2,2,1
LR090,lower,2021,2021-06-22,0,0.7795545487250118,NA,0,173,0,176,-3,2,2,1
LR091,lower,2021,2021-06-22,0,0.6604205609024598,NA,0,173,0,176,-3,2,2,1
LR092,lower,2021,2021-06-22,0,1.0342718530369606,NA,0,173,0,176,-3,2,2,1
LR093,lower,2021,2021-06-22,0.4,1.3298235534265932,LCL011,1,173,1,176,-3,2,2,1
LR094,lower,2021,2021-06-25,0,0.5932926114189748,NA,0,176,0,176,0,2,2,1
LR095,lower,2021,2021-06-25,0,1.0637454173679584,LCL014,1,176,0,176,0,2,2,1
LR096,lower,2021,2021-06-25,0.7,0.6622928365724576,LCL009,1,176,1,176,0,2,2,1
LR097,lower,2021,2021-06-25,0.3,0.5359120524430555,LCL027,1,176,1,176,0,2,2,1
LR098,lower,2021,2021-06-25,0.3,1.7089750530223249,LCL015,1,176,1,176,0,2,2,1
LR099,lower,2021,2021-06-25,0.2,1.2486943834310402,LCL016,1,176,1,176,0,2,2,1
LR100,lower,2021,2021-06-25,0.4,1.3136450451866937,LCL016,1,176,1,176,0,2,2,1
LR101,lower,2021,2021-06-25,0,0.9788487964715008,LCL013,1,176,0,176,0,2,2,1
LR102,lower,2021,2021-06-25,1,0.5010699604732397,LCL017,1,176,1,176,0,2,2,1
LR103,lower,2021,2021-06-25,1,0.5900319788991737,LCL017,1,176,1,176,0,2,2,1
LR104,lower,2021,2021-06-25,0,0.6890766803016258,NA,0,176,0,176,0,2,2,1
LR105,lower,2021,2021-06-29,0,-Inf,NA,0,180,0,176,4,2,2,1
LR107,lower,2021,2021-06-25,0,0.7275823235116943,NA,0,176,0,176,0,2,2,1
LR108,lower,2021,2021-06-25,0,0.7953090050408664,LCL018,1,176,0,176,0,2,2,1
LR109,lower,2021,2021-06-29,0.5,1.1214943880124912,LCL029,1,180,1,176,4,2,2,1
LR110,lower,2021,2021-06-25,0,0.6961755441833218,NA,0,176,0,176,0,2,2,1
LR111,lower,2021,2021-06-25,0.7,0.9737870472478314,LCL019,1,176,1,176,0,2,2,1
LR112,lower,2021,2021-06-25,0,0.7429507676699721,LCL019,1,176,0,176,0,2,2,1
LR113,lower,2021,2021-06-25,0,0.9383317769528571,NA,0,176,0,176,0,2,2,1
LR114,lower,2021,2021-06-29,0.7,-Inf,LCL020,1,180,1,176,4,2,2,1
LR115,lower,2021,2021-06-29,0,-Inf,NA,0,180,0,176,4,2,2,1
LR116,lower,2021,2021-06-25,0,0.7123184729401564,LCL021,1,176,0,176,0,2,2,1
LR117,lower,2021,2021-06-25,0.6,0.5918426213157064,LCL006,1,176,1,176,0,2,2,1
LR118,lower,2021,2021-06-25,0.1,0.8377543189900781,LCL025,1,176,1,176,0,2,2,1
LR119,lower,2021,2021-06-25,0,1.3229972763291573,NA,0,176,0,176,0,2,2,1
LR120,lower,2021,2021-06-25,0,0.7879093557420557,NA,0,176,0,176,0,2,2,1
LR121,lower,2021,2021-06-29,0,0.49895184571546997,LCL026,1,180,0,176,4,2,2,1
LR122,lower,2021,2021-06-29,0,1.1785984489843808,LCL009,1,180,0,176,4,2,2,1
LR123,lower,2021,2021-06-29,0,0.5053068839148672,LCL007,1,180,0,176,4,2,2,1
LR124,lower,2021,2021-06-29,0.1,1.1695523023309777,LCL005,1,180,1,176,4,2,2,1
LR125,lower,2021,2021-06-29,0.7,0.9462449315568932,LCL005,1,180,1,176,4,2,2,1
LR126,lower,2021,2021-06-29,0.2,-Inf,LCL005,1,180,1,176,4,2,2,1
LR127,lower,2021,2021-06-29,0.1,1.1620952464194205,LCL005,1,180,1,176,4,2,2,1
LR128,lower,2021,2021-06-29,0,1.0106687141590773,LCL015,1,180,0,176,4,2,2,1
LR129,lower,2021,2021-06-29,0,1.3298277800673117,LCL010,1,180,0,176,4,2,2,1
LR130,lower,2021,2021-06-29,0.4,1.3645212456858855,LCL002,1,180,1,176,4,2,2,1
LR131,lower,2021,2021-06-29,0.3,1.1150590436394388,LCL022,1,180,1,176,4,2,2,1
LR132,lower,2021,2021-06-29,0,1.1147677839349885,LCL004,1,180,0,176,4,2,2,1
LR133,lower,2021,2021-06-29,0.2,0.6837789331237982,LCL004,1,180,1,176,4,2,2,1
LR134,lower,2021,2021-06-29,0.8,1.1953302686532887,LCL004B,1,180,1,176,4,2,2,1
LR135,lower,2021,2021-06-29,0.4,0.8762050158708037,LCL017,1,180,1,176,4,2,2,1
LR136,lower,2021,2021-06-29,0,0.8164647296900615,NA,0,180,0,176,4,2,2,1
LR137,lower,2021,2021-06-29,0,1.1122605028101507,LCL023,1,180,0,176,4,2,2,1
LR138,lower,2021,2021-06-29,0,0.8316940732097617,NA,0,180,0,176,4,2,2,1
LR139,lower,2021,2021-06-29,0,0.4108791251135852,LCL024,1,180,0,176,4,2,2,1
LR140,lower,2021,2021-06-29,0.2,0.7945574200032185,LCL020,1,180,1,176,4,2,2,1
LR141,lower,2021,2021-06-29,0,1.067238515127287,LCL008,1,180,0,176,4,2,2,1
LR142,lower,2021,2021-06-29,0,1.3457611431455274,LCL008,1,180,0,176,4,2,2,1
LR143,lower,2021,2021-06-29,0,0.7049466437690612,NA,0,180,0,176,4,2,2,1
LR144,lower,2021,2021-06-29,0.4,-Inf,LCL006,1,180,1,176,4,2,2,1
LR145,lower,2021,2021-06-29,0.2,-Inf,LCL006,1,180,1,176,4,2,2,1
LR146,lower,2021,2021-06-29,0,-Inf,LCL006,1,180,0,176,4,2,2,1
LR147,lower,2021,2021-06-29,0,-Inf,LCL006,1,180,0,176,4,2,2,1
LR148,lower,2021,2021-06-29,0,0.5552751136698196,NA,0,180,0,176,4,2,2,1
LR149,lower,2021,2021-06-29,0,0.937567511993053,NA,0,180,0,176,4,2,2,1
LR150,lower,2021,2021-06-29,0,0.6214739592054719,NA,0,180,0,176,4,2,2,1
LR151,lower,2021,2021-06-29,0,0.4673214329341462,LCL025,1,180,0,176,4,2,2,1
LR152,lower,2021,2021-07-01,0.2,0.4654871970306166,LCL027,1,182,1,176,6,2,2,1
LR153,lower,2021,2021-07-01,0,0.7323799392325407,NA,0,182,0,176,6,2,2,1
LR154,lower,2021,2021-07-01,0,0.6629017882568974,LCL001,1,182,0,176,6,2,2,1
LR155,lower,2021,2021-07-01,0,1.1150565833560357,NA,0,182,0,176,6,2,2,1
LR156,lower,2021,2021-07-01,0,0.7420748436941671,LCL022,1,182,0,176,6,2,2,1
LR157,lower,2021,2021-07-01,0,-Inf,NA,0,182,0,176,6,2,2,1
LR158,lower,2021,2021-07-01,0.2,1.2173848168391974,LCL028,1,182,1,176,6,2,2,1
LR159,lower,2021,2021-07-01,0,1.4728420986978652,LCL019,1,182,0,176,6,2,2,1
LR160,lower,2021,2021-07-01,0,0.6775633740681177,LCL020,1,182,0,176,6,2,2,1
LR161,lower,2021,2021-07-01,0,0.8243560571644161,LCL011,1,182,0,176,6,2,2,1
LR162,lower,2021,2021-07-05,0,1.0491127241156808,LCL005,1,186,0,176,10,2,2,1
LR163,lower,2021,2021-07-05,0,0.9934195410493641,LCL010,1,186,0,176,10,2,2,1
LR164,lower,2021,2021-07-05,0,0.7974869866947859,LCL016,1,186,0,176,10,2,2,1
LR165,lower,2021,2021-07-05,0,1.1098197755055845,LCL002,1,186,0,176,10,2,2,1
LR166,lower,2021,2021-07-05,0,0.6045322584369957,LCL004,1,186,0,176,10,2,2,1
LR167,lower,2021,2021-07-05,0,1.3711876043620994,LCL004,1,186,0,176,10,2,2,1
LR168,lower,2021,2021-07-05,0,1.151892451145464,NA,0,186,0,176,10,2,2,1
LR169,lower,2021,2021-07-05,0,0.6820165501124862,LCL028,1,186,0,176,10,2,2,1
LR170,lower,2021,2021-07-05,0,0.794937439162761,LCL029,1,186,0,176,10,2,2,1
LR171,lower,2021,2021-07-05,0,1.2718829960975429,NA,0,186,0,176,10,2,2,1
LR172,lower,2021,2021-07-05,0,0.6464042001848324,LCL006,1,186,0,176,10,2,2,1
LR173,lower,2021,2021-07-14,0,-Inf,LCL017,1,195,0,176,19,2,2,1
LR175,lower,2021,2021-07-14,0,0.7523628657085855,NA,0,195,0,176,19,2,2,1
LR176,lower,2021,2021-07-14,0,0.8245892163300318,LCL009,1,195,0,176,19,2,2,1
LR177,lower,2021,2021-07-14,0,0.3487752635924405,LCL027,1,195,0,176,19,2,2,1
LR178,lower,2021,2021-07-14,0,0.6632818074164402,NA,0,195,0,176,19,2,2,1
LR179,lower,2021,2021-07-14,0,1.0571854186357996,LCL006,1,195,0,176,19,2,2,1
U-R-001,upper,2019,2019-06-19,0.7,0.9457972861458515,U-CL-005,1,170,1,188,-18,3,1,2
U-R-002,upper,2019,2019-06-19,0.5,0.964035430099547,U-CL-005,1,170,1,188,-18,3,1,2
U-R-003,upper,2019,2019-06-19,0,0.8028452946948514,NA,0,170,0,188,-18,3,1,2
U-R-004,upper,2019,2019-06-23,0,0.5293847944054193,NA,0,174,0,188,-14,3,1,2
U-R-006,upper,2019,2019-06-27,0.1,0.9845899624196515,U-CL-017,1,178,1,188,-10,3,1,2
U-R-007,upper,2019,2019-06-27,0.1,1.2157252610573104,U-CL-010,1,178,1,188,-10,3,1,2
U-R-009,upper,2019,2019-06-27,0,0.5834370946100386,NA,0,178,0,188,-10,3,1,2
U-R-010,upper,2019,2019-06-27,0.4,1.5369168364777135,U-CL-003,1,178,1,188,-10,3,1,2
U-R-011,upper,2019,2019-06-27,0.3,1.0880564870241263,U-CL-002,1,178,1,188,-10,3,1,2
U-R-012,upper,2019,2019-06-27,0,1.7040784582076334,U-CL-002,1,178,0,188,-10,3,1,2
U-R-015,upper,2019,2019-06-27,0.5,1.0871580419925513,U-CL-011,1,178,1,188,-10,3,1,2
U-R-016,upper,2019,2019-06-30,0,0.7696592257922923,NA,0,181,0,188,-7,3,1,2
U-R-019,upper,2019,2019-06-30,0,0.7073662378700338,NA,0,181,0,188,-7,3,1,2
U-R-021,upper,2019,2019-06-30,0.1,1.3968060307683277,U-CL-018,1,181,1,188,-7,3,1,2
U-R-024,upper,2019,2019-06-30,0.5,0.9162222824376052,U-CL-009,1,181,1,188,-7,3,1,2
U-R-025,upper,2019,2019-06-30,0.1,0.7801913205371671,U-CL-009,1,181,1,188,-7,3,1,2
U-R-026,upper,2019,2019-06-30,0,0.9935385809155756,U-CL-011,1,181,0,188,-7,3,1,2
U-R-027,upper,2019,2019-06-30,0,0.7530570441334871,NA,0,181,0,188,-7,3,1,2
U-R-028,upper,2019,2019-06-30,0.3,1.6567865752062663,U-CL-013,1,181,1,188,-7,3,1,2
U-R-029,upper,2019,2019-06-30,0.3,1.565130609537784,U-CL-013,1,181,1,188,-7,3,1,2
U-R-031,upper,2019,2019-07-03,0.3,1.0703970143437516,U-CL-019,1,184,1,188,-4,3,1,2
U-R-032,upper,2019,2019-07-03,0,1.0623116399014765,U-CL-019,1,184,0,188,-4,3,1,2
U-R-034,upper,2019,2019-07-03,0,0.9225054677447848,U-CL-015,1,184,0,188,-4,3,1,2
U-R-037,upper,2019,2019-07-07,0,1.1405827175925407,NA,0,188,0,188,0,3,1,2
U-R-038,upper,2019,2019-07-07,0,0.9051076682838297,U-CL-004,1,188,0,188,0,3,1,2
U-R-039,upper,2019,2019-07-07,0.2,0.8251541352499694,U-CL-004,1,188,1,188,0,3,1,2
U-R-040,upper,2019,2019-07-07,0.5,0.6828364553277213,U-CL-006,1,188,1,188,0,3,1,2
U-R-042,upper,2019,2019-07-07,0,0.4746509956980546,NA,0,188,0,188,0,3,1,2
U-R-043,upper,2019,2019-07-07,0.4,1.3407937678698454,U-CL-012,1,188,1,188,0,3,1,2
U-R-044,upper,2019,2019-07-07,0.7,1.3324685473378324,U-CL-012,1,188,1,188,0,3,1,2
U-R-046,upper,2019,2019-07-07,0,0.7009640126966429,NA,0,188,0,188,0,3,1,2
U-R-047,upper,2019,2019-07-07,0,0.6281473833109468,NA,0,188,0,188,0,3,1,2
U-R-048,upper,2019,2019-07-07,0,0.9889121126017408,NA,0,188,0,188,0,3,1,2
U-R-049,upper,2019,2019-07-07,0.3,0.6730334245647245,U-CL-014,1,188,1,188,0,3,1,2
U-R-050,upper,2019,2019-07-07,0.3,0.6399597086042546,U-CL-014,1,188,1,188,0,3,1,2
U-R-051,upper,2019,2019-07-07,0.3,0.6671496252633659,U-CL-014,1,188,1,188,0,3,1,2
U-R-052,upper,2019,2019-07-07,0,1.0101745757001301,NA,0,188,0,188,0,3,1,2
U-R-058,upper,2019,2019-07-07,0,0.3594464589758931,NA,0,188,0,188,0,3,1,2
U-R-059,upper,2019,2019-07-07,0,0.43470204930883993,NA,0,188,0,188,0,3,1,2
U-R-061,upper,2019,2019-07-10,0,0.6949291267606386,NA,0,191,0,188,3,3,1,2
U-R-064,upper,2019,2019-07-10,0.1,1.2484485443432682,U-CL-003,1,191,1,188,3,3,1,2
U-R-070,upper,2019,2019-07-10,0.1,0.6237153404701716,U-CL-006,1,191,1,188,3,3,1,2
U-R-073,upper,2019,2019-07-10,0.4,0.7018135043969087,U-CL-009,1,191,1,188,3,3,1,2
U-R-076,upper,2019,2019-07-10,0,1.0302275887110772,NA,0,191,0,188,3,3,1,2
U-R-077,upper,2019,2019-07-13,0,0.5170540432400794,NA,0,194,0,188,6,3,1,2
U-R-079,upper,2019,2019-07-13,0.4,0.8657701338624583,U-CL-007,1,194,1,188,6,3,1,2
U-R-080,upper,2019,2019-07-13,0.5,0.45932727823036695,U-CL-009,1,194,1,188,6,3,1,2
U-R-087,upper,2019,2019-07-18,0,0.8167376949794608,U-CL-007,1,199,0,188,11,3,1,2
U-R-088,upper,2019,2019-07-18,0,1.1888875434300261,U-CL-012,1,199,0,188,11,3,1,2
U-R-098,upper,2019,2019-07-23,0,0.8927339567852148,U-CL-006,1,204,0,188,16,3,1,2
U-R-099,upper,2019,2019-07-21,0,0.9725902770825452,U-CL-005,1,202,0,188,14,3,1,2
U-R-100,upper,2019,2019-07-21,0,0.9372195396019446,U-CL-009,1,202,0,188,14,3,1,2
U-R-101,upper,2019,2019-07-21,0,1.4830987678699374,NA,0,202,0,188,14,3,1,2
U-R-102,upper,2019,2019-07-21,0,0.5365572775366483,NA,0,202,0,188,14,3,1,2
U-R-104,upper,2019,2019-07-21,0,0.8288564201827782,U-CL-012,1,202,0,188,14,3,1,2
U-R-105,upper,2019,2019-07-23,0,0.896039315995606,U-CL-003,1,204,0,188,16,3,1,2
U-R-110,upper,2019,2019-07-28,0,1.0852984462447097,NA,0,209,0,188,21,3,1,2
U-R-111,upper,2019,2019-07-28,0,0.405559550806076,NA,0,209,0,188,21,3,1,2
U-R-112,upper,2019,2019-08-03,0,1.2153223423368589,NA,0,215,0,188,27,3,1,2
